,invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
27,fc0bcecc-c009-4fc2-9692-d35ff3e1042d,afabd8a3-80ed-4adb-bd31-ff3322fcc5a0,Male,21,Electronics,7,307.97,Online,2024-12-20,Forum Istanbul
28,3c7def77-f261-44b2-8e63-c21b2fb6fb03,26a9eac2-548f-4c25-83f8-83f67b7b5f00,Male,18,Toys,7,873.88,Credit Card,2024-08-09,Kanyon
29,f6dc9f50-5227-42ac-b31b-70ef04660f8e,7f66f624-6df3-4c95-944d-9985093fb000,Male,46,Sports,2,189.67,Credit Card,2023-05-02,Kanyon
30,87208be5-c81c-43f4-a724-e84441647263,e8fdd3c8-380b-44ae-8bce-5f90e15bc5c3,Male,45,Home & Garden,2,583.71,Online,2023-11-30,Istinye Park
31,d45512be-4632-4c1d-8597-dd1c590b4201,d706d07e-85fc-4678-b336-bce1423d147b,Female,65,Electronics,10,557.98,Cash,2024-08-11,Kanyon
32,91223814-82f4-4a1d-93ff-bfba55f45ff4,e762408c-0709-4e28-9926-5cf767396e21,Female,27,Home & Garden,3,119.68,Debit Card,2024-01-18,Cevahir AVM
33,86ae9ba2-8476-4b89-81e2-b5e2ba7b98da,97199c7b-a639-46b1-bab9-41b169028dc1,Female,30,Clothing,1,448.02,Cash,2023-09-08,Istinye Park
34,51bb7955-0d36-43d7-8fee-6a2c2aa15301,bc5c287c-f8a7-46e1-8db3-de2e7699f7c6,Female,44,Toys,5,460.64,Debit Card,2024-08-02,Istinye Park
35,7623068f-3439-4b30-a60e-02f7e5d66720,72c65a92-5117-4bc0-a3ad-3803a3c9cc6b,Male,43,Electronics,5,438.07,Cash,2024-04-13,Kanyon
36,7a4502e1-5d94-4722-9ce7-e1092e37d830,2d8318bb-0720-4402-9b90-87d97dbe5190,Female,20,Home & Garden,9,537.19,Cash,2023-06-01,Istinye Park
37,a90b23ca-2ec0-4be7-8bdf-045d3160b78e,646f7163-fb9e-4e24-876f-e0b7f266e1c3,Female,27,Sports,5,816.55,Cash,2024-03-14,Kanyon
38,62dccc92-3cd7-42f5-ae61-179e59727013,0c57cfb7-f77f-4aa7-9564-b08fb419b10c,Female,35,Clothing,10,591.02,Online,2024-07-04,Metropol AVM
39,834bb5e1-efe3-4fe1-9fd3-e91cc9359cab,fcfa1bb6-7e58-4650-9d26-3e17f605a974,Male,29,Clothing,9,487.27,Online,2024-05-19,Kanyon
40,7035f62a-ace2-4d9f-b73b-0f57bb19d30d,b31ddba9-96e7-4184-bf59-576bbfde6519,Male,50,Home & Garden,4,516.04,Cash,2023-06-13,Forum Istanbul
41,1416a22c-937d-4037-9890-8c39e57aeb24,d3605e94-2f37-49b1-83d1-6cf8a44ac851,Male,22,Clothing,2,112.84,Debit Card,2023-08-17,Istinye Park
42,851b34d6-59a6-469e-a71a-9dd928e787e2,15adf1f2-0c13-4f07-a1f9-3449b1befb27,Female,22,Toys,8,30.46,Online,2023-05-13,Istinye Park
43,30652532-7604-402e-b5da-bb6c7a2c39b6,e859d16d-29ca-4265-886e-35f18ab6143d,Male,37,Home & Garden,5,153.96,Debit Card,2023-12-02,Kanyon
44,f49ddb0b-0bb3-4bd0-a2cf-30c227facdcc,d69d6714-591a-44c0-9dab-8294d23bf89f,Male,25,Clothing,2,314.02,Credit Card,2024-05-27,Kanyon
45,83b8e182-0c76-4d14-a815-c081b479aa5c,0ea39e87-324c-4ffe-9179-2e501230125d,Female,60,Home & Garden,4,510.45,Online,2024-10-20,Istinye Park
46,bf76cf0e-2157-4529-88ed-3a6d1c8a487f,25170c66-5498-4570-a575-c71acdb5ace3,Female,40,Electronics,9,822.87,Online,2023-03-30,Zorlu Center
47,d63b635d-2fd5-41c4-875a-a1cdec012304,91d0778f-be42-4eb5-a644-8c033fa8e799,Male,30,Home & Garden,8,221.59,Cash,2024-01-25,Cevahir AVM
48,0ba26c4c-de38-42e7-bb08-97e63bbbd14c,0c50e38d-febe-4034-b080-3e2e4324e5c8,Female,45,Home & Garden,9,903.83,Online,2024-11-17,Kanyon
49,21399ddc-f73a-4ed3-bed3-40d09516a06b,41f94d29-d9a6-4dec-a7c5-5405da2619eb,Female,63,Toys,6,358.11,Credit Card,2023-12-06,Zorlu Center
50,80084ffd-ae19-49d3-bc76-c0040857332c,e87f76a6-718a-42ed-a189-b58f2f2f00aa,Male,42,Clothing,8,683.7,Debit Card,2023-11-13,Forum Istanbul
51,21c25821-0b8e-4178-b45c-2de561139fc1,5761a227-b079-42e7-ba19-27e8d02d51ef,Male,18,Sports,4,419.24,Credit Card,2024-09-27,Forum Istanbul
52,5f771ff0-5db0-4b25-a094-2a143b1ce7de,9b613318-147e-4ebb-b6a4-1aba8641a2e6,Female,56,Toys,3,171.31,Credit Card,2023-01-16,Viaport Outlet
53,88416618-e4f2-4fba-8b2f-c208e0e43102,0d46c9a8-e327-45c7-bd8e-c8baad8070da,Male,37,Sports,8,854.44,Cash,2023-08-31,Istinye Park
54,04fd74d4-49e6-452c-bfdc-a28bf122ae78,a68763bd-40ad-435f-81d4-b872fd117b12,Male,37,Electronics,2,166.63,Credit Card,2023-03-18,Istinye Park
55,0df6380e-2b0b-47f7-842e-bf1d1eff540c,e8c7b218-a774-40fc-a452-d1547883b18b,Male,46,Clothing,1,312.69,Online,2023-03-09,Forum Istanbul
56,0b3f38e1-6d7c-42f6-8c3d-65f99150862c,1539a5ba-3745-41f9-877f-a4e023398013,Female,20,Toys,9,259.77,Online,2024-11-07,Istinye Park
57,0af2b280-1721-4c58-8c96-554a53ebf536,93651ce9-ca06-4dc9-a058-c2383f1cafd6,Female,39,Clothing,2,398.32,Online,2023-10-28,Kanyon
58,e2214c2f-a687-448b-a2b0-103b7b09bd7e,a9c0333b-a36b-4da5-8ea8-8e005fa02c92,Male,27,Toys,9,853.2,Online,2024-07-18,Istinye Park
59,a244ad95-985a-44e7-88eb-ad7c142327cc,4a00bb68-f9cf-4984-bdf5-1164865a0d69,Female,29,Sports,1,731.49,Cash,2023-07-02,Kanyon
60,01073548-640f-4cb5-aad6-9440643a6e94,5afd84cd-3d4d-424a-a85f-fb9624240daa,Male,47,Electronics,6,608.59,Credit Card,2024-02-01,Forum Istanbul
61,b32c874c-92af-417b-9310-3c9266f7a21e,40c64694-2b69-415a-8636-cd95ea5061b5,Female,42,Sports,9,680.35,Credit Card,2024-09-02,Kanyon
62,f9187020-9331-46b8-af7a-3121ff13037a,be61fb2d-2e59-4ebb-8192-7e3dbb84563b,Female,52,Toys,4,921.19,Cash,2024-12-03,Cevahir AVM
63,4409d68e-ec37-4640-81d6-e9fd34cf3f93,030d2a86-987a-426f-b5fe-5a5f94fa9aa8,Male,49,Electronics,6,302.6,Debit Card,2024-01-19,Kanyon
64,2dd1ae7d-f6e1-4ed9-99b1-bccdcf511e50,a5d5ed36-4786-4c29-956d-cd4f33f2daa9,Male,60,Home & Garden,4,467.3,Online,2024-09-29,Istinye Park
65,243f0a17-2cf3-4b2f-abf7-2540ded8c1f2,235986de-ab56-47cf-a116-561176e7256a,Male,47,Clothing,8,479.67,Online,2024-01-26,Istinye Park
66,65261183-f10e-40cb-8798-b0bc72232b15,3101e07d-6dd2-4fd6-809d-e35f14aa6c4c,Female,60,Home & Garden,3,851.04,Online,2023-11-10,Metropol AVM
67,459e9c28-f9db-4ebe-9461-8f3552689480,68909ae6-29ff-41b7-be8e-57c6dfdff9f7,Male,26,Electronics,3,382.53,Credit Card,2023-06-30,Metropol AVM
68,d9fa00f0-c909-4421-8cce-ea89be373301,ccd95a8d-2509-47fa-ac30-21c214dd1fb9,Female,49,Sports,7,876.29,Cash,2023-06-26,Metrocity
69,323ee02e-fb0a-4661-9a9b-4060f5b236f5,312ebdd2-435d-4fde-acd3-665df46339cb,Female,31,Home & Garden,7,65.83,Credit Card,2023-08-19,Kanyon
70,ed727305-e0a4-475e-801b-aff2eda73113,3ec03339-365d-4e8b-a141-1bd51da7182c,Female,63,Toys,2,485.51,Online,2024-06-29,Cevahir AVM
71,74cd8d3e-1b49-4654-a3f6-6c6ada38ab7c,2bbf194f-1006-4342-84f4-74c9a438ba7f,Male,54,Home & Garden,9,745.77,Debit Card,2024-11-25,Forum Istanbul
72,8c668bab-f7d7-4121-a819-f4f64c1cf6ab,558431d6-a158-4e24-bac7-d655d812d8e1,Female,55,Toys,6,941.41,Online,2023-03-21,Metrocity
73,7866c68f-3d2b-4c64-b43b-2cef4fec686d,47166289-a665-4bf4-ace1-ada59b5c03cd,Male,65,Toys,8,100.1,Credit Card,2024-02-21,Forum Istanbul
74,c485c1ff-5089-4a7b-872a-159143f555eb,f01b5b34-d8ac-4132-8d93-47498dc37d5b,Male,45,Toys,8,66.83,Online,2023-08-31,Istinye Park
75,1611ac07-0a8e-45f4-88ce-9a77c4683800,4813be32-ab2c-422d-b824-8c210fe07a65,Female,41,Clothing,3,469.03,Credit Card,2023-09-29,Forum Istanbul
76,57de080a-3281-4044-ba44-7658b9d08547,7dfda534-bd10-443c-930b-1d60e08893e0,Female,51,Clothing,5,379.33,Credit Card,2024-12-30,Cevahir AVM
77,d433dadd-932f-4df0-bd1a-e0b9c451df5e,20c1b9d0-912a-465e-9014-79cf5e50f823,Female,59,Clothing,6,817.39,Online,2024-11-15,Cevahir AVM
78,c00bef81-9977-4fa9-ab6d-e3f204d136b4,73647ddf-f307-46af-b251-2832f9b73e12,Female,61,Clothing,1,716.08,Online,2023-11-04,Metropol AVM
79,ba4a1baa-f416-495f-9698-41b8978e8d5b,ad4d5542-2c08-4b6a-a3e4-deb4b65f8a6b,Male,38,Clothing,7,117.12,Credit Card,2024-02-09,Metropol AVM
80,9a305c5c-2fbe-4a4b-a072-9987512626ff,2bc2b809-c714-46d5-be8d-87ec9097f1df,Male,68,Clothing,6,779.1,Online,2024-06-16,Metropol AVM
81,d39499ef-5ec1-404c-9ef5-9b167e91505f,ef1b5ef7-9959-458f-b602-18e79cc89b83,Female,58,Clothing,9,857.93,Debit Card,2024-12-25,Metrocity
82,a0f17597-83f0-4cfc-94a4-f0648ec72a59,c58067d8-8831-4c31-b650-a1e01c648541,Female,21,Sports,8,540.27,Credit Card,2024-02-24,Metropol AVM
83,43a8be37-6777-46cc-9623-52d15cea9dfe,90424f38-bb0f-43bf-9fa4-be8ff37580de,Male,63,Electronics,7,512.64,Credit Card,2024-07-11,Metrocity
84,e9236eb7-3e26-40f3-8d75-121948aaec78,114bb045-b034-495e-b7ac-de2ad1ed36e7,Female,57,Toys,3,869.94,Debit Card,2023-08-20,Kanyon
85,08f0bc03-8900-4231-9327-eae65a104143,95c490ec-9684-4139-bea7-20faf7be03c4,Male,49,Home & Garden,8,626.54,Debit Card,2023-01-30,Metropol AVM
86,f380ad53-ea22-48ba-9c01-dcebf07158f0,a2c21c98-8307-4822-bdae-a25e99658e5d,Male,40,Clothing,1,748.85,Debit Card,2024-11-15,Istinye Park
87,dcec419e-bc4c-4303-a489-62a6fc6a3cc1,1863fde8-01e8-49a3-a299-125ff9ad2014,Female,27,Sports,9,998.87,Online,2024-12-31,Metrocity
88,e473f1fa-eb20-4027-bd5d-2254edbac6ed,1d331096-f06b-448a-81b2-b9a3d61beb9b,Female,69,Electronics,6,546.06,Cash,2024-09-01,Istinye Park
89,1c5c8522-3a6f-486b-899b-a1c452fe5402,33639aff-976f-42db-a785-41bc6384b488,Female,24,Home & Garden,5,972.1,Credit Card,2024-09-11,Forum Istanbul
90,be2232c1-720e-4f42-bc15-4ed50bb1107f,b476dece-8670-400a-b092-8bd2f6099646,Female,60,Toys,2,495.47,Debit Card,2024-01-21,Metropol AVM
91,4ffc32cd-d0ac-4552-9106-33afb3e6c86b,501df10c-2542-4427-831e-b5f5d11dd068,Male,36,Clothing,2,175.09,Debit Card,2023-08-20,Cevahir AVM
92,7f85aabf-3132-4fd6-8bb7-3ec8e1297642,bfeb9e6c-5fbd-4df0-99a3-afba3e0e41a2,Male,62,Clothing,2,682.11,Debit Card,2024-07-05,Kanyon
93,33cf3818-4f25-4e31-9e98-fb477ea23793,e8dfb44b-146d-4536-8688-708e66c06a9c,Female,63,Toys,3,321.77,Credit Card,2023-01-06,Cevahir AVM
94,ec7ab291-46f6-4303-85ef-1b6ce4fc4d65,9658d9c4-e819-4c57-aec8-ef48b8f5db07,Male,64,Clothing,5,298.47,Credit Card,2023-05-08,Cevahir AVM
95,7b07aa01-1cad-441d-96c5-09ab28fd37a8,49509745-34b1-4905-969d-4d476fef8c62,Female,69,Clothing,1,698.04,Debit Card,2024-11-18,Metropol AVM
96,f973d706-ea69-4146-9d3b-5d088c47aaca,662d8964-e485-4baf-a110-37ce3a435fad,Female,42,Clothing,3,773.77,Online,2023-09-21,Istinye Park
97,6a5aefeb-fc4b-4977-bb4e-eaffe040d263,8a95bb5a-a884-4e28-992c-83f8923cb39e,Female,39,Electronics,3,100.83,Cash,2024-09-23,Kanyon
98,3a412755-ac4a-44b9-b13d-91817aeb3ddc,e2b27b84-01a2-46b3-b3db-1855acdd1cb4,Male,64,Electronics,9,216.31,Online,2024-03-04,Istinye Park
99,62849e0b-3f0e-4238-8c53-74d176d630d7,b460236b-3e8a-4e63-b315-b43533fb8ce9,Male,52,Toys,2,78.49,Debit Card,2024-11-10,Kanyon
100,3b0dbb37-22e2-45e6-9689-ca112a579fe4,d34dca97-4b9a-4ac3-acba-74d40c277318,Female,57,Clothing,4,261.34,Credit Card,2024-12-29,Metropol AVM
101,e1a817cb-fc42-418b-98d3-bdd9a6992011,58000604-8e55-4499-abd3-c234d3ccdb1c,Female,26,Toys,2,62.96,Online,2024-08-11,Metropol AVM
102,e66510d5-436b-4d18-9f5e-88f671b13045,4e4c6e7d-82a6-4463-9154-e1211858cb46,Male,18,Electronics,5,954.98,Cash,2024-04-18,Kanyon
103,ecd959d2-5c7d-4a1d-b647-3f8d6a4e86bd,53e536b3-abf8-4114-a3d9-bc7f641ca654,Female,21,Toys,1,837.61,Credit Card,2023-02-16,Istinye Park
104,9e4bd870-19ce-41b6-908e-46bd96f17499,7a68cc18-d0f5-4a29-89b5-26422b662e8a,Female,56,Clothing,1,926.82,Credit Card,2023-11-08,Forum Istanbul
105,677db517-3df6-4528-b290-966d87850690,f40e94a0-dd42-4fda-93c4-5dda82178c7b,Male,63,Clothing,4,265.35,Online,2023-06-01,Metrocity
106,e8ed2ab5-d78b-4d7b-831d-d1e06294b1af,440c60f1-b069-4f23-8148-218a507e16bf,Male,41,Sports,9,108.26,Debit Card,2023-07-28,Kanyon
107,6cc85182-f4e5-4e01-81c4-aeaf26eaa37a,94ed5c75-9184-47f9-af4a-a741e6c01caf,Female,54,Home & Garden,8,853.78,Cash,2023-05-16,Cevahir AVM
108,6c21cf36-db5c-419f-9dbd-7cf22370f455,1f7de790-ec1c-4297-8318-527189b73d11,Female,35,Clothing,7,188.99,Online,2024-04-23,Metrocity
109,1daec124-6f07-4b61-a89b-21e5f02b8a45,4c656bf5-c470-4dec-82e2-e194bb2cbae3,Male,69,Home & Garden,5,101.03,Credit Card,2023-08-14,Metropol AVM
110,654f49c5-ab5b-4a3c-8f0f-2b66e5f4dbe8,db0e8364-5547-4f7c-b26d-692b14b7ff28,Female,66,Electronics,9,880.9,Credit Card,2024-11-28,Metropol AVM
111,67f682a3-979b-4d81-a713-96e0d184fed9,6c7ddd2f-08bf-4bf0-bd8b-ee4f30cd0428,Female,69,Sports,7,621.09,Cash,2024-06-10,Metropol AVM
112,5ccdce53-9f40-4bb8-be85-e650357c8ead,d54d2117-d0a5-4eae-9b3d-6709f2429370,Female,43,Sports,9,204.28,Online,2023-06-28,Forum Istanbul
113,1acee259-3140-4b37-ac1c-b47802048975,42f8af06-1bfd-4f5b-976c-28515ad5ab29,Male,65,Home & Garden,10,944.87,Cash,2024-12-20,Cevahir AVM
114,8afcd808-56af-434b-962c-2b8826a1f810,ac00e2c8-8b54-4da2-a222-007d32881d6e,Female,43,Toys,9,252.56,Cash,2024-10-28,Istinye Park
115,bd83f19f-c980-43c9-9002-7b2d42605f11,dfd4a36f-2409-4cdf-9e5e-b8dac2c7e515,Male,27,Home & Garden,8,558.77,Credit Card,2023-08-03,Metrocity
116,9106e2a7-9b6e-469e-96c0-634946eda575,ca6bc7d0-73ba-4aaf-b51e-7d19da049a14,Female,55,Clothing,6,274.65,Cash,2023-05-05,Metropol AVM
117,63a7b5b3-2141-41f5-8f4f-f892a7d08b5f,73a32e65-1054-4d97-9d73-bf308809c06c,Male,55,Clothing,4,521.84,Online,2023-11-20,Istinye Park
118,bb98f832-dd18-4208-aeac-68d715c92c1c,de3fb577-1b49-45f9-b000-530cc5b7cbe6,Female,22,Electronics,7,271.31,Online,2024-05-14,Zorlu Center
119,8af6406b-ae32-410e-b641-cb9f0d2af69c,dce2ebe3-4410-4459-9aa8-a215f6cd5d8e,Female,24,Home & Garden,1,622.05,Debit Card,2023-08-07,Istinye Park
120,1a032f7b-b2dd-4af1-b215-268e2dcdf141,b6e3bd2e-2530-41c7-8dba-4778174369bb,Male,64,Clothing,5,762.45,Online,2023-06-02,Forum Istanbul
121,e72a793d-bf3d-4d1a-86b2-b98d8a28e36f,6cf7d26c-7aba-43f3-8105-e6119f3ad5c1,Female,56,Electronics,3,992.99,Online,2023-05-01,Kanyon
122,e705e60b-67e5-4ed4-b5b5-ac506a57f734,54d704fb-1f80-413d-9876-782be4056a9f,Male,21,Electronics,4,391.21,Cash,2023-12-10,Kanyon
123,1d5ca66a-3376-4e28-b3fa-5a09a8e82154,721cc7a9-87d6-49fa-af34-4cfe48da87c6,Male,57,Toys,6,780.39,Credit Card,2023-01-14,Viaport Outlet
124,288d3e91-3c73-48a4-9a5f-1649b7afd889,d92a0ca6-36fc-4521-8e72-34a395171fea,Male,21,Sports,8,115.31,Credit Card,2023-04-18,Kanyon
125,614e7882-0845-46a5-b607-c6ee41c969a1,54069952-7cf4-4083-8570-3c73bbbd779b,Male,24,Toys,7,839.07,Cash,2023-08-02,Kanyon
126,c3970be4-a5a0-4495-b4e8-0ebee08e66ca,bd7bfe3f-1d95-4794-8dea-25931f5bf1c6,Male,67,Sports,2,413.64,Online,2024-05-13,Viaport Outlet
127,edaf3c01-651b-4ba1-8852-cff02908d497,2edb571a-f882-467e-8e2b-594ce1664d80,Male,35,Home & Garden,8,330.14,Cash,2023-05-23,Cevahir AVM
128,f39ef034-771a-4a2e-8aa3-ff3ca2b2edfc,44a15fe6-a879-4c8c-84bc-4b4ffac22552,Male,41,Sports,1,255.97,Credit Card,2023-02-09,Viaport Outlet
129,cf0e2e23-f16a-4835-b0dd-93aa1ce758bc,5db1b142-e4fe-46b6-81d1-a799e10d22a6,Male,38,Clothing,1,535.72,Cash,2024-12-02,Istinye Park
130,95d8a97f-a966-4aac-aaad-f9d3b3dc29ca,c6b5b000-3389-4c07-8e3a-d12f97db2c05,Male,51,Sports,8,515.15,Credit Card,2024-05-14,Istinye Park
131,0bdb78c6-4374-4324-b7db-2c76b705c73e,65a55433-7071-4dc5-80c0-cf2080f3570b,Male,30,Home & Garden,9,624.11,Online,2023-09-29,Forum Istanbul
132,4c393ef3-8fa2-4252-b222-83c2e312aeb3,83ab5c57-1c99-46b1-bfd5-f4c651ab6064,Male,47,Toys,3,746.4,Cash,2023-04-15,Forum Istanbul
133,3c07497b-755f-4e24-9ed1-92cbf26c1424,21fb7f7c-fe67-4354-a9f9-83d264a4ca84,Male,54,Sports,5,406.9,Online,2024-05-16,Kanyon
134,fcc2a502-815f-4ebd-8370-42e3f44236a4,51839a52-9c13-40b8-858f-f8d6c62eff9c,Male,19,Clothing,1,730.28,Cash,2023-08-01,Zorlu Center
135,9a784675-6f2a-4985-be54-27b6aa1ee753,a69f3579-14ed-43e4-9455-42d2e78df905,Male,38,Electronics,2,71.57,Debit Card,2024-04-09,Istinye Park
136,96aa14c9-685d-4945-86ad-d4f7860064f4,5648109e-398a-4f5d-bb27-3d5f3e9c5a4b,Female,54,Home & Garden,5,584.78,Online,2024-09-25,Kanyon
137,80112964-66f4-4018-acae-870686f06f25,b8c4c190-7f13-46db-8f32-ed38ba24ed71,Female,42,Sports,8,709.95,Cash,2024-01-07,Cevahir AVM
138,bd0e62d8-e3aa-42a8-9a13-34099ff13654,6f7721d7-1269-45f4-9e07-decce5b9bea0,Male,42,Clothing,5,485.64,Debit Card,2023-09-09,Cevahir AVM
139,1fc1de3a-3da8-4f84-8044-e931f948f5f5,e70974c2-8e34-4aea-b6d7-c02cfb9f94f0,Male,54,Clothing,9,470.93,Online,2023-05-31,Istinye Park
140,bedb2977-b723-4606-bc5f-8c2bae1cec40,21e43e7e-f3d5-47f6-8253-a4f9344df4db,Male,62,Sports,1,723.26,Debit Card,2023-05-11,Metropol AVM
141,37f6b613-cd32-440b-ac3e-af7761195884,5c5bcd7f-d29c-46ac-977d-5768df018319,Male,23,Clothing,5,264.3,Online,2023-03-30,Metropol AVM
142,1c515368-a376-4a52-86fb-2bff746df931,dc2f9a4d-da47-4f71-b957-9ab8ae49757a,Female,22,Electronics,4,82.06,Debit Card,2024-07-20,Istinye Park
143,9c31e4cc-025d-4386-977f-e195cb9a32ed,1874907e-8acb-42d1-a45c-fd9d51b46ee8,Male,65,Toys,2,209.05,Cash,2024-06-29,Kanyon
144,600c692d-5f93-4409-94c6-8955f0a25051,b53f3d32-3a9d-48ec-bab5-c0d0c4f55a43,Female,40,Toys,5,109.06,Online,2023-06-01,Cevahir AVM
145,201fdfda-a0da-44e3-b816-56998dc6699a,e72437aa-b49c-4d88-8c76-01b7e35dbfb5,Female,33,Sports,7,271.18,Debit Card,2023-03-28,Forum Istanbul
146,48ca58c7-4a8b-435c-9892-dd7534cec6c5,1a41c513-7e97-4f07-918b-9adbd5a75680,Male,20,Electronics,9,614.4,Cash,2024-09-16,Zorlu Center
147,f525c2f1-aaa0-4d22-9bf5-6328ee09294c,56ac2bea-2f2d-4d6f-8984-74485499a0a2,Female,24,Home & Garden,10,411.64,Debit Card,2024-01-06,Kanyon
148,f4f057f7-4d85-4c2e-9361-623be1e8a43c,c68122e4-49cf-4838-b997-82940675d53c,Female,35,Electronics,3,441.43,Debit Card,2023-09-24,Metropol AVM
149,49c54bd0-8826-4599-b1b1-6fa388ac4191,a632b9e8-7dd1-4d66-bfbe-c77e9ffe331d,Male,28,Home & Garden,7,383.12,Cash,2024-06-12,Viaport Outlet
150,2c35ef4b-d9a6-4e72-aa92-4eacc8b7121d,33bdf636-49b7-4b69-952f-772d4f9cf6a3,Female,52,Toys,9,401.31,Credit Card,2023-12-03,Forum Istanbul
151,09c43c74-f5ac-44fa-80e3-d4c55d6cc375,639e9822-37ce-4f1e-97c8-1a9c583ae03d,Male,41,Clothing,10,521.9,Debit Card,2024-06-27,Istinye Park
